age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37,4,241971,7,2,3,0,4,1,0,0,48,39,0
31,4,181243,11,2,3,0,4,1,0,1649,60,39,0
38,5,183197,12,2,10,0,1,0,0,0,40,39,1
51,2,124338,15,2,4,0,2,1,7275,0,40,39,1
19,4,234206,11,4,3,1,4,1,0,0,40,39,0
51,4,47961,15,2,8,0,4,1,0,0,59,40,0
20,4,171050,11,2,6,0,4,1,0,0,40,39,0
32,4,258030,11,2,1,5,4,0,0,0,60,39,0
65,2,215197,15,2,5,0,1,1,0,0,41,39,0
52,6,143835,11,2,3,0,4,1,0,0,45,39,0
69,4,177894,5,0,10,1,4,0,0,0,60,39,0
74,4,234364,5,0,1,1,4,1,0,0,50,39,0
32,4,126780,11,0,11,4,4,0,0,0,40,39,0
27,2,100925,5,4,10,1,2,0,0,0,45,39,0
55,4,266248,0,2,6,0,2,1,0,0,40,2,0
48,4,154623,9,4,6,1,4,1,0,0,40,35,0
45,4,393544,11,2,1,0,4,1,0,0,40,39,0
32,4,162078,15,4,8,5,4,0,0,1889,50,39,0
25,4,36990,11,4,4,1,4,0,3392,0,60,39,0
36,4,212268,15,2,6,0,4,1,0,0,40,39,1
35,4,306348,7,4,1,1,4,0,0,0,40,39,0
35,4,265537,9,4,10,1,1,1,0,0,50,39,1
48,4,132394,15,0,1,4,4,0,0,0,35,39,0
31,4,577605,11,4,8,1,2,1,0,0,40,1,0
48,2,121747,15,2,11,0,4,1,0,0,60,39,0
18,0,251835,15,4,0,3,2,1,0,0,8,39,0
57,7,171603,5,4,4,1,4,1,0,0,40,39,0
34,7,159591,11,2,4,0,4,1,0,0,40,39,0
24,2,247374,15,4,3,1,4,1,0,0,40,39,0
39,7,195138,11,0,4,4,2,0,0,0,40,39,0
26,0,195647,11,2,0,5,4,0,0,0,40,39,0
24,4,98989,15,4,8,1,4,1,0,0,51,39,0
63,5,135641,9,2,12,0,4,1,7201,0,40,40,1
48,4,118898,8,0,1,4,1,0,0,0,40,40,0
43,4,206110,1,2,6,2,4,1,0,0,40,6,0
27,4,273570,1,0,6,2,4,1,0,0,40,39,0
30,4,177857,11,4,4,1,4,1,3553,0,50,39,0
28,4,557065,12,0,4,0,4,1,0,0,40,39,0
19,2,246043,15,4,4,3,4,0,0,0,50,39,1
17,0,216662,15,4,0,1,4,1,0,0,33,39,0
46,4,258567,3,2,5,0,4,1,0,0,40,39,0
20,4,106756,11,4,11,3,4,1,0,0,50,39,0
29,1,350146,15,4,10,3,1,0,0,0,36,6,0
27,4,51905,9,2,12,0,4,1,0,0,60,9,1
50,4,120949,11,2,3,0,4,1,0,0,81,39,0
21,4,72103,7,4,4,3,4,0,0,0,40,39,0
33,4,150522,9,4,1,1,1,0,0,0,39,23,0
24,4,213828,12,4,4,1,4,1,0,0,51,39,0
43,2,220984,15,4,1,2,4,1,0,0,35,39,0
37,4,126793,15,2,11,0,2,1,0,0,40,39,1
18,4,177747,15,4,8,3,4,1,0,0,16,3,0
65,5,196988,15,2,3,0,1,1,0,0,40,39,0
27,4,361298,11,4,8,3,4,1,0,0,20,39,0
21,7,65985,15,4,4,3,4,1,0,0,40,39,0
38,4,304148,15,2,3,0,4,1,0,0,40,39,0
23,4,182063,15,4,4,1,4,0,0,0,50,39,0
37,0,221863,11,0,0,4,4,0,0,0,34,39,0
35,2,283177,9,2,1,0,2,1,0,0,38,39,1
66,0,172895,5,2,0,0,4,1,0,0,11,39,0
87,4,250228,5,2,11,0,4,1,3030,0,40,26,0
40,7,98230,11,4,4,1,4,1,0,0,50,39,1
39,4,173349,7,2,6,0,4,1,0,0,40,39,1
21,5,147723,15,2,4,0,4,1,1990,0,40,19,1
33,4,360149,11,2,6,2,4,1,0,0,60,39,0
45,7,143454,11,2,4,0,4,1,0,0,40,39,1
28,4,80691,15,2,14,0,4,1,0,1889,60,39,1
68,4,47996,15,2,8,0,4,1,0,1888,81,39,1
45,1,102294,15,4,3,1,4,1,0,0,40,39,1
65,4,75098,7,4,3,2,4,1,0,0,50,39,0
17,0,211301,15,4,0,1,3,1,0,0,10,39,0
19,0,225206,11,2,0,0,4,1,0,0,44,39,0
23,2,194160,11,4,4,4,4,0,0,0,40,39,0
24,4,37012,11,0,3,1,4,1,0,0,38,39,0
47,4,231615,11,2,3,0,4,1,0,0,40,39,0
51,4,107950,11,2,1,0,4,1,0,0,40,39,0
56,4,424688,7,2,8,2,1,0,0,0,10,23,0
42,4,198971,6,0,14,4,4,1,0,0,68,39,0
40,4,27976,11,4,7,1,4,1,5597,0,60,39,0
36,5,138349,9,2,4,0,4,1,14715,0,45,39,1
25,4,103576,11,4,1,1,4,0,0,1534,51,4,0
46,6,188954,11,2,3,0,4,1,0,0,83,39,1
23,4,221686,8,4,3,1,2,0,0,0,50,39,0
21,1,12932,9,0,1,4,4,0,0,0,36,39,0
36,2,400447,15,2,1,0,4,1,0,0,40,39,0
29,4,257910,15,2,3,0,2,1,0,0,40,39,0
20,4,284197,9,2,3,0,4,1,0,0,35,39,0
29,4,177902,15,4,8,1,1,1,0,1539,50,8,0
36,4,252007,6,4,11,1,1,1,0,0,69,11,0
51,6,265351,11,2,4,0,4,1,0,0,40,39,0
24,0,209855,11,4,0,1,2,0,0,0,50,39,0
37,4,153476,7,0,1,5,4,0,0,0,34,39,0
58,4,529041,11,2,3,5,4,1,0,0,40,39,0
37,4,226117,6,6,8,4,4,0,0,0,37,26,0
44,4,34116,6,4,7,1,4,1,0,0,45,39,0
68,5,179102,11,2,3,0,4,1,0,0,48,39,1
78,5,49044,9,2,4,0,4,1,23762,0,50,39,1
48,4,100478,11,2,3,0,4,1,0,0,60,24,0
21,4,18056,8,0,13,4,4,0,0,0,40,39,0
20,0,216563,15,4,0,3,2,1,3194,0,32,39,0
51,5,189773,11,2,6,0,4,1,0,0,40,39,0
47,4,189242,11,2,6,0,4,1,0,0,48,39,0
17,4,51445,1,4,8,3,4,0,2853,0,25,39,0
32,4,184747,11,4,4,1,4,0,0,0,32,39,0
39,4,181979,15,0,1,1,4,1,0,0,40,39,0
65,4,188450,11,0,4,1,4,1,0,2268,49,39,1
32,7,130839,11,5,3,1,2,1,0,0,40,39,1
17,7,298236,15,4,3,3,2,1,0,0,40,39,0
21,4,139584,15,4,4,2,4,1,0,0,40,39,0
66,6,92456,9,0,4,5,4,0,7652,0,40,39,1
82,4,139822,5,6,9,1,4,1,0,0,13,39,0
34,4,97130,11,2,6,0,1,1,0,0,45,15,0
38,4,110764,15,2,3,0,2,1,0,0,40,39,1
60,0,99465,11,2,0,2,4,1,0,0,50,39,1
34,4,30133,6,4,5,1,3,1,0,0,50,39,0
42,6,423154,7,2,3,0,4,1,0,0,40,39,0
65,4,216231,15,4,8,1,4,1,0,0,40,39,0
48,4,353520,11,0,1,4,4,0,0,0,49,39,0
52,2,206352,9,2,11,0,1,1,5402,0,50,39,1
47,4,157225,7,2,1,5,4,0,0,0,40,39,0
18,4,126249,7,4,8,1,4,1,0,0,60,39,0
29,4,247201,9,4,8,1,4,0,3210,0,36,35,0
52,6,193617,15,2,11,0,4,1,0,1889,60,39,0
22,4,286436,15,4,7,2,2,1,0,0,40,39,0
21,4,291826,15,4,6,3,2,1,0,0,40,39,0
35,4,168529,11,2,7,0,4,1,7268,0,40,39,0
40,4,165310,7,0,9,1,4,0,0,0,19,39,0
43,4,211234,11,2,3,0,4,1,0,0,50,39,0
41,4,199267,11,2,3,0,4,1,0,1888,40,39,1
36,4,105238,8,2,10,0,4,0,0,0,45,39,0
20,4,154161,5,2,8,2,1,1,0,0,40,4,0
15,0,313805,1,4,0,3,4,0,0,0,11,26,0
57,4,197504,7,0,4,0,4,1,0,2326,46,39,1
74,4,212823,9,4,10,1,4,1,0,0,60,39,0
28,4,28700,11,4,3,3,4,1,0,0,40,39,0
36,4,214529,5,2,3,0,4,1,0,0,40,39,0
81,4,198294,3,2,4,0,4,1,7275,0,50,22,1
19,2,226997,15,4,3,1,4,1,0,0,40,39,0
32,4,213557,7,2,11,0,4,0,0,0,40,25,0
27,5,161030,9,4,10,3,4,0,0,0,41,39,0
37,4,443544,7,0,4,4,4,1,0,0,90,13,1
24,4,298121,15,4,3,1,4,1,0,0,40,39,0
62,2,340581,7,4,10,3,4,1,0,0,40,39,0
27,4,192121,5,2,3,4,4,1,0,0,40,26,0
29,4,79158,11,2,10,5,2,0,0,0,40,39,1
33,4,153188,11,2,3,0,4,1,0,0,60,39,0
37,2,32453,11,2,4,0,4,1,0,0,60,39,0
18,5,354730,12,4,12,1,4,1,24452,0,11,39,0
23,4,140406,15,0,8,3,4,0,0,0,40,39,0
38,4,120184,11,2,4,0,4,1,0,0,29,39,0
36,7,118453,12,2,4,0,4,1,0,0,82,39,1
64,5,43314,15,4,8,1,4,1,0,0,50,39,0
31,4,353771,9,4,4,1,4,1,0,0,50,39,0
29,2,26861,9,4,10,1,3,0,0,0,50,39,0
41,4,105493,12,2,3,0,4,1,7367,0,60,39,1
59,4,124582,11,2,4,0,4,1,14719,0,40,39,1
33,4,119728,8,4,10,4,2,1,0,0,40,39,0
34,4,99144,11,2,1,0,2,0,0,0,40,39,0
44,2,107260,12,2,10,0,4,1,0,1472,40,39,1
45,6,623421,11,2,1,0,4,0,0,0,44,39,0
63,4,121065,5,4,10,1,4,1,3195,0,50,39,0
22,2,90235,9,4,1,3,4,0,0,0,40,39,0
31,4,131671,11,3,4,1,4,1,0,0,40,39,0
44,4,249114,11,2,3,0,4,1,0,0,40,39,0
22,4,331233,4,4,1,3,4,1,0,0,40,26,0
69,7,205466,11,0,4,4,4,0,0,1653,40,39,0
28,2,34498,8,0,4,4,4,0,0,0,40,39,0
59,2,30576,9,2,10,0,4,1,0,0,45,39,1
40,2,41971,7,0,3,4,1,0,0,0,40,39,0
39,6,42151,11,6,3,4,4,1,0,0,34,13,0
22,4,176195,2,4,8,4,4,0,0,0,40,13,0
25,1,246748,15,4,3,1,4,1,0,0,40,26,0
57,5,33550,9,4,4,3,4,0,0,0,76,39,0
44,4,42698,12,4,8,4,4,0,0,0,82,39,0
35,4,118490,9,4,12,1,4,0,0,0,76,39,0
61,4,109197,7,2,4,5,1,0,0,0,40,24,1
59,4,119964,11,2,4,0,4,1,0,0,50,39,1
25,6,169775,9,2,4,0,4,1,0,0,45,39,0
37,2,59413,9,4,6,2,4,1,0,0,40,39,0
50,1,134381,12,2,1,5,4,0,0,0,40,39,1
33,4,198571,7,4,6,4,4,1,0,0,40,39,0
23,4,249509,15,4,1,1,4,1,0,0,40,39,0
27,7,419206,11,4,8,1,2,1,0,0,40,35,0
17,4,218845,1,2,7,3,4,0,0,0,23,39,0
77,4,148771,9,4,8,1,4,1,0,0,44,39,1
25,4,102875,8,4,4,3,4,0,0,0,60,39,0
50,4,108427,11,2,3,0,4,1,0,0,41,39,1
45,2,212311,9,0,10,1,4,1,0,1540,45,39,1
39,4,204876,9,2,4,0,4,1,0,2078,36,39,0
33,4,115965,1,4,8,1,4,1,0,0,47,26,0
33,4,79491,9,2,4,0,1,1,0,0,60,24,1
53,4,222057,5,0,4,4,4,0,0,0,38,39,0
54,0,250190,15,4,0,1,4,0,0,0,45,39,0
23,4,221970,9,4,4,3,4,0,0,0,55,39,0
41,4,183763,11,2,4,0,4,1,0,0,50,39,0
29,6,212538,5,0,1,4,4,0,0,0,43,39,0
68,0,103199,11,6,0,1,4,0,0,0,20,35,0
40,4,221162,11,4,3,1,4,1,0,0,50,39,0
45,6,434472,15,2,5,0,1,1,0,0,59,39,0
43,4,214135,9,2,12,0,4,1,0,1889,60,39,1
22,4,76682,15,0,1,4,4,0,0,0,45,39,0
18,4,254723,8,4,8,3,4,0,0,0,81,39,0
71,4,173467,11,2,6,0,4,1,0,0,86,39,0
56,6,92900,11,2,6,0,4,1,0,0,40,39,0
50,4,221317,9,2,4,0,1,1,0,0,50,40,1
20,4,104186,11,2,3,0,2,1,0,0,31,39,0
30,4,133575,15,4,8,1,4,1,0,0,49,26,0
26,4,168945,15,4,8,1,4,0,0,0,31,23,0
34,4,219504,11,4,7,4,4,0,0,0,40,39,0
34,4,72919,11,2,1,0,4,1,0,0,94,39,0
39,4,196849,11,4,4,1,4,0,0,0,50,39,0
73,2,76710,7,6,10,1,4,0,0,0,10,39,0
21,4,854574,15,4,8,3,2,1,0,0,40,39,0
37,4,130236,11,0,1,4,4,0,0,0,31,39,0
34,4,361570,15,4,12,3,4,1,0,0,45,39,0
63,0,165963,6,2,0,0,4,1,0,0,40,39,0
41,2,182856,11,2,3,0,4,1,0,0,45,39,0
46,4,75343,11,2,3,0,4,1,0,0,44,39,1
59,4,397240,6,4,5,1,2,1,3453,0,40,39,0
37,2,29056,3,0,5,4,4,1,2417,0,40,39,0
44,4,99447,9,0,4,4,4,0,0,0,50,39,1
20,4,218396,2,4,6,3,4,1,0,0,60,39,0
57,0,193071,5,2,0,0,1,1,0,0,3,39,0
30,4,130508,11,4,1,4,1,0,0,0,40,39,0
20,0,105379,11,2,14,0,4,1,0,0,31,39,0
18,3,205619,0,4,8,3,4,1,0,0,20,39,0
39,4,433353,11,2,4,0,4,1,0,0,40,39,1
60,4,97153,11,2,4,0,4,1,0,0,91,39,1
32,4,51069,8,4,6,3,4,1,0,0,50,39,0
40,4,541265,8,4,10,3,2,0,0,0,60,39,0
21,4,140908,15,4,8,3,4,1,2867,0,16,39,0
54,6,142942,11,2,4,0,4,1,0,0,50,39,1
26,4,77029,11,0,1,1,4,1,0,0,35,39,0
46,2,112697,7,0,10,4,4,1,3198,0,40,39,0
23,4,247750,15,4,3,1,4,1,0,0,50,39,0
19,0,227552,11,0,8,1,4,1,0,0,26,6,0
32,4,246511,15,2,10,0,4,0,0,0,34,39,0
26,0,231596,15,4,0,3,2,0,0,0,31,18,0
46,5,481798,11,2,12,0,4,1,0,0,92,39,1
23,4,106332,11,0,1,4,3,0,0,0,34,0,0
21,7,595967,11,4,1,1,2,0,0,0,37,39,0
27,4,184464,9,2,7,2,4,1,0,1888,35,39,0
71,0,200239,15,0,0,1,4,0,0,0,10,39,0
58,4,183696,6,2,5,0,4,1,0,0,68,39,1
55,4,48828,9,2,10,0,4,1,0,0,50,39,1
20,0,208833,15,4,4,3,4,1,0,0,52,39,0
18,4,181288,11,0,1,4,4,0,0,0,40,39,0
38,4,37429,8,4,8,3,4,1,0,0,40,39,0
49,4,41908,7,2,4,0,4,1,0,0,60,39,1
45,2,169522,15,0,11,1,4,1,0,0,40,39,0
65,4,324588,1,4,7,1,2,0,0,0,60,39,0
18,0,192838,11,4,11,3,4,1,0,0,10,39,0
34,6,170827,11,2,4,0,4,1,0,0,40,39,0
34,4,180377,7,2,5,0,4,1,0,0,40,39,1
31,4,79995,11,4,3,3,4,1,0,0,50,39,0
42,2,184073,7,2,5,0,1,1,0,0,60,39,0
18,5,31973,1,4,8,3,4,1,0,0,35,39,0
80,4,34718,6,6,12,1,4,0,2827,0,11,39,0
21,7,237134,15,4,8,1,4,1,0,0,28,39,0
62,6,216139,12,6,4,1,4,0,0,0,40,39,0
16,2,149882,7,2,1,0,4,0,0,0,36,39,0
41,2,294805,15,4,10,3,2,1,0,0,49,39,0
61,4,148436,6,0,4,1,4,1,0,0,40,39,0
20,4,196625,4,3,1,1,3,1,0,0,34,13,0
49,2,52577,15,4,10,1,3,1,0,0,10,13,0
40,4,201181,6,0,4,1,4,0,0,0,46,39,0
22,4,265762,15,4,8,3,4,0,0,0,40,39,0
31,2,91069,9,2,4,0,4,1,0,0,55,39,1
70,4,93047,9,2,10,0,1,1,7331,0,20,24,1
39,4,200685,7,2,13,0,1,1,0,0,40,11,0
27,0,252570,15,4,0,1,2,0,0,0,45,39,0
34,4,74249,12,2,3,2,1,1,0,0,40,23,0
39,4,85911,9,2,7,0,4,1,0,0,49,39,1
39,4,48987,7,0,1,4,3,0,0,0,35,39,0
48,4,186922,14,2,10,0,1,1,0,0,60,0,1
40,4,142011,7,2,10,0,4,1,0,0,9,39,1
47,4,188002,7,2,10,0,4,1,0,0,58,39,0
29,4,162583,11,4,3,1,4,1,0,0,48,39,0
34,4,202560,3,0,4,4,2,0,0,0,40,39,0
33,4,170444,11,4,8,3,4,0,0,0,60,35,0
46,4,77572,11,4,1,5,4,0,0,0,40,9,0
35,4,20894,6,0,4,1,4,1,0,0,40,39,0
46,5,75322,15,2,3,0,4,1,0,0,40,39,1
34,7,46607,11,2,1,5,4,0,0,0,40,39,0
48,4,210392,15,2,3,0,4,1,0,0,40,39,0
48,4,294032,6,0,1,5,4,0,0,0,40,9,0
51,4,99648,9,3,4,5,4,1,0,0,40,39,1
25,5,162084,15,2,5,0,4,1,0,0,47,39,0
22,4,208928,1,4,7,3,4,0,0,0,40,39,0
42,6,223846,11,2,11,0,4,1,0,0,40,39,0
24,4,212366,15,4,3,1,4,1,0,0,40,39,0
47,4,178487,7,0,4,4,1,0,0,1889,73,9,0
37,4,36668,9,4,12,1,4,0,0,0,51,6,0
72,4,631949,15,5,3,1,4,1,0,0,40,39,0
25,4,250754,9,4,8,3,2,1,0,0,50,39,0
18,4,265882,7,4,8,1,0,1,0,0,40,39,0
19,0,95518,9,4,0,1,4,1,0,0,21,39,0
54,4,111407,9,2,10,0,4,1,14750,0,50,39,1
26,2,111932,15,2,4,3,4,1,0,0,45,39,0
24,7,275430,11,4,3,1,4,1,0,0,40,39,0
89,5,224243,10,2,10,0,1,1,24223,0,11,35,1
40,4,98404,9,4,3,1,4,1,0,0,50,39,1
43,4,197820,1,2,3,0,4,0,0,1966,40,39,0
41,4,198125,11,4,7,1,4,1,0,0,50,39,0
57,4,210090,5,2,3,0,4,1,0,0,40,39,0
17,4,80860,9,4,1,5,1,0,0,0,8,0,0
32,4,190157,7,2,11,0,4,1,0,0,10,39,0
82,0,222685,11,2,0,0,4,0,0,0,40,7,0
48,7,522506,11,0,4,1,4,1,0,0,40,39,0
53,4,88679,15,0,8,1,4,1,0,0,34,39,0
21,2,206732,15,4,3,3,0,1,0,0,82,39,0
38,7,221333,1,2,0,5,4,0,0,1454,40,39,0
22,4,145304,6,4,8,1,4,0,0,0,15,39,0
51,4,153687,11,2,8,2,4,1,0,2673,45,39,0
29,4,184595,9,4,10,1,4,1,0,0,45,39,0
32,4,89466,11,2,8,0,4,1,0,0,82,39,0
62,2,141879,7,2,4,0,4,1,0,1832,46,39,1
38,6,222752,11,2,3,0,4,1,0,0,52,39,1
21,4,179371,11,4,1,1,2,0,0,0,32,39,0
59,4,163574,15,0,8,1,4,0,3181,0,21,25,0
29,4,201577,9,4,12,3,4,0,0,0,50,39,0
46,4,179733,12,0,4,2,4,0,0,0,38,9,0
42,2,166628,9,0,10,1,1,0,0,0,60,39,0
18,4,189523,15,4,8,3,4,1,0,0,40,39,0
46,4,123818,15,4,4,1,4,1,0,0,40,39,0
22,7,110561,11,4,3,3,4,1,0,0,50,39,0
48,5,89077,9,0,4,1,4,1,0,0,52,39,0
54,4,196683,9,2,12,0,4,1,7297,1888,50,39,1
38,5,476209,7,2,10,0,1,1,0,1341,92,39,1
49,2,72013,9,2,10,0,4,1,0,0,45,39,1
33,4,85447,15,3,3,3,2,1,0,1539,40,39,0
62,4,385083,5,2,3,0,4,1,0,0,40,39,0
41,1,131175,15,2,3,0,4,1,0,0,40,39,0
27,0,230823,8,4,0,3,4,0,0,0,60,39,0
65,4,67670,7,2,6,0,4,1,0,0,60,39,0
24,6,99103,11,2,6,0,4,1,0,0,50,39,0
52,4,36390,7,0,10,3,4,1,0,0,49,39,1
46,1,198945,9,4,4,0,4,1,14768,0,50,39,1
42,4,237186,11,2,6,0,4,1,0,1888,40,39,1
18,4,156178,15,4,8,3,2,1,0,0,31,39,0
50,7,177326,7,4,14,1,4,1,0,0,10,39,0
63,0,178992,15,2,0,2,1,1,0,0,34,39,0
42,2,101650,9,0,4,4,4,0,0,0,60,39,0
25,4,257924,11,2,6,0,4,1,0,0,40,39,0
30,0,108619,8,2,0,0,4,0,0,0,40,39,0
37,4,209295,1,2,4,0,4,1,0,0,45,0,0
25,2,300098,15,4,11,3,4,1,0,0,40,39,0
59,4,118618,11,0,1,5,4,0,0,0,40,39,0
66,5,179012,9,2,4,0,4,1,0,0,50,39,0
29,4,102401,9,2,4,0,4,1,0,0,60,39,0
34,4,148203,7,2,10,0,4,1,0,0,40,39,1
18,0,247430,15,4,0,3,4,1,0,0,60,39,0
25,4,178962,15,4,1,2,2,0,0,1542,40,39,0
21,4,107475,15,4,8,2,2,0,0,0,34,39,0
24,4,238520,5,4,6,1,4,1,0,0,50,39,0
44,4,205206,9,0,9,1,4,0,0,0,46,26,0
57,4,225985,5,2,3,0,4,1,0,0,40,39,0
59,7,108847,9,2,4,0,1,1,0,0,60,12,1
78,4,142411,11,6,3,1,4,1,0,0,40,0,0
22,4,229127,11,4,3,2,4,1,0,0,40,39,0
21,4,70946,11,0,8,3,4,0,0,0,40,39,0
51,6,211659,0,4,5,2,4,1,0,0,40,39,0
38,4,184232,11,2,3,0,4,1,0,0,40,39,0
36,4,183359,11,4,10,3,4,1,0,0,35,39,0
52,5,117391,10,2,10,0,4,1,0,0,45,39,1
19,4,299579,15,0,8,3,4,0,0,0,20,39,0
34,4,182894,15,0,1,4,4,0,0,0,32,39,0
22,0,253284,8,4,0,3,4,0,0,0,22,39,0
53,2,385890,12,2,6,0,2,1,0,0,41,39,0
21,0,225112,11,4,0,1,4,1,0,0,40,39,0
30,4,79725,0,2,7,0,4,1,0,0,50,39,0
46,6,181072,11,2,3,0,2,1,0,1982,50,39,1
43,6,119178,7,4,3,3,4,1,0,0,40,39,0
40,6,140577,11,2,4,0,4,1,0,0,60,39,0
30,4,140229,15,4,8,1,4,0,0,1539,51,39,0
18,0,259975,11,4,0,1,4,1,0,0,60,39,0
17,0,339411,15,4,0,3,1,0,0,0,20,39,0
29,4,260488,15,2,3,0,4,1,0,0,45,39,1
35,4,215205,9,4,10,2,1,1,0,0,50,39,0
19,4,200767,7,4,3,3,4,1,0,0,40,39,0
46,6,83258,11,4,4,1,4,1,24437,0,45,39,0
52,4,126299,11,2,3,0,4,1,0,0,60,39,0
57,4,288273,11,2,6,0,4,1,0,0,40,39,0
54,0,240361,5,6,0,1,4,0,0,0,10,26,0
57,4,243207,11,2,7,0,4,1,0,0,37,13,0
36,4,225374,11,2,6,0,4,1,0,0,40,39,0
44,4,431405,11,4,6,1,4,0,0,0,34,26,0
29,4,178949,15,0,1,1,3,0,0,0,40,39,0
19,4,333786,8,2,1,0,2,0,0,0,40,39,0
25,4,293347,15,4,8,1,2,1,0,0,39,39,0
51,2,155904,15,0,10,1,2,0,0,0,40,39,0
79,4,345912,14,2,6,0,4,1,0,1889,81,39,1
55,6,130919,15,4,4,1,4,1,0,0,60,39,0
45,4,134973,11,4,8,2,1,0,0,0,39,18,0
55,6,241281,11,0,9,1,4,0,0,0,45,6,0
26,2,120134,3,0,1,1,4,0,0,0,40,39,0
37,4,31622,7,0,10,3,4,1,0,0,34,39,0
55,2,338910,9,0,1,1,4,0,0,0,49,39,0
22,4,134502,15,2,12,0,4,1,0,0,60,39,1
36,4,312178,11,2,3,2,1,1,0,0,40,39,0
17,4,92779,8,4,1,1,4,0,0,0,45,39,0
50,4,126516,11,2,4,2,4,1,0,0,60,26,0
51,0,188992,11,2,0,0,4,1,0,0,10,39,0
58,4,111649,11,0,1,2,2,0,0,1984,40,39,0
55,4,175020,10,0,10,1,4,0,3249,0,31,13,1
100,5,138602,11,2,3,0,4,1,0,0,50,39,1
45,4,164155,9,0,12,1,4,0,0,0,12,35,0
28,4,202591,11,2,11,2,2,0,0,1983,60,39,0
61,4,160181,11,2,11,0,4,1,0,0,40,39,0
24,4,614264,11,4,8,4,1,0,0,0,34,35,0
57,4,160214,9,2,4,0,4,1,0,0,60,39,1
29,4,139189,8,2,1,0,4,1,3886,0,34,22,1
48,0,253878,2,4,0,3,4,0,0,0,19,39,0
52,4,581306,11,0,1,4,2,0,0,0,60,39,0
26,4,320865,11,2,11,0,4,1,0,0,48,39,0
52,5,34395,11,4,5,3,4,1,3369,0,33,39,0
48,7,88111,11,0,1,4,2,0,0,0,40,39,0
34,4,126838,11,0,1,2,4,0,0,0,38,39,0
23,4,80402,7,0,1,4,4,0,0,877,50,39,0
38,4,456453,7,2,1,0,4,1,0,0,40,39,0
39,6,105051,7,2,4,0,4,1,0,2122,50,39,1
23,4,95302,11,4,7,5,4,0,0,0,40,39,0
20,4,243911,9,4,4,1,4,1,0,0,40,39,0
70,4,174364,9,4,10,0,4,1,0,0,40,24,1
31,4,123397,8,2,12,3,4,1,0,0,32,39,0
60,4,196725,11,2,3,0,4,1,0,1888,60,39,0
42,4,224088,12,2,7,0,4,1,3254,0,37,18,1
52,4,264685,7,2,10,0,4,1,0,0,45,39,1
39,4,276026,15,2,3,0,4,1,0,0,40,32,0
81,2,171309,14,2,10,0,4,1,0,0,60,39,1
30,4,131985,6,0,7,4,4,0,0,0,40,13,0
54,4,423381,15,2,8,0,4,1,0,0,81,39,0
63,2,343186,7,2,10,0,1,1,0,1592,33,39,1
35,5,136145,11,2,0,0,4,1,0,0,45,39,1
48,4,201251,6,0,12,1,4,1,0,0,50,39,1
57,4,200920,7,2,4,0,4,1,0,1889,51,39,1
58,4,116879,7,2,1,0,4,1,0,0,56,39,0
33,4,374176,7,4,6,3,4,1,0,1542,26,39,0
18,4,98701,11,4,3,3,4,1,0,0,40,39,0
22,2,297495,15,4,8,3,2,1,0,0,28,39,0
31,4,216932,6,5,8,4,2,0,0,0,10,39,0
19,0,221063,5,2,0,0,4,1,0,0,35,39,0
24,0,218632,8,2,0,5,4,0,0,0,40,39,1
74,4,322633,5,6,9,1,4,0,0,0,45,39,0
49,4,287041,15,4,3,1,4,1,0,0,45,39,1
40,4,133752,9,2,4,0,4,1,0,0,46,39,0
65,7,16634,11,0,4,1,4,1,0,0,45,39,0
32,4,203940,11,2,3,0,4,1,0,0,34,39,0
79,4,154614,15,4,5,1,4,1,7169,0,83,39,0
61,0,366026,11,5,1,4,2,0,0,0,40,39,0
59,0,193925,15,6,0,4,4,0,0,0,40,39,0
76,4,213910,0,2,14,0,4,1,2218,0,40,39,0
32,4,73973,11,4,3,1,4,1,0,0,45,20,0
45,4,188063,6,0,3,1,4,1,3205,0,40,13,0
85,4,88725,12,0,4,1,4,1,3641,0,34,20,0
53,4,111274,7,2,3,0,4,1,0,0,60,39,1
61,4,133716,7,2,6,0,4,1,0,0,40,39,0
32,4,347392,9,4,3,1,4,1,0,1538,48,39,0
49,6,372735,7,2,4,0,4,1,14727,0,40,20,1
20,0,76425,9,4,8,1,4,1,0,0,36,39,0
56,6,119981,11,2,11,0,4,1,4944,0,40,39,1
40,4,30648,15,4,3,1,4,1,0,0,50,39,0
44,6,387916,9,2,4,0,4,1,14738,0,40,39,1
20,4,160638,15,4,8,1,4,1,0,0,83,39,0
48,4,109157,9,2,1,0,4,1,0,0,40,39,0
58,2,32757,1,2,3,0,4,1,0,0,40,6,0
49,4,195812,11,2,3,0,4,1,0,0,56,39,0
49,4,33405,15,2,8,0,1,0,0,0,28,32,0
30,4,161831,11,4,6,1,4,1,0,0,50,39,0
21,4,85803,11,4,3,3,1,0,0,0,40,28,0
20,4,34913,11,0,8,1,4,0,0,0,40,39,0
34,4,81975,11,2,4,0,4,1,0,0,45,39,1
39,4,267789,7,2,10,0,4,1,0,0,60,24,0
37,4,115444,11,2,3,0,4,1,0,1888,40,39,0
32,4,107031,10,2,10,0,4,1,4113,0,60,39,1
36,4,131030,15,0,1,4,2,0,0,0,40,39,0
38,4,242790,7,0,10,3,4,1,0,0,61,24,1
50,2,182196,10,4,10,1,1,0,0,1544,18,28,0
